"","event","flight_number","date","hour","hour_format","location","origin","destination","longitude","latitude","tcas_type"
"41","bird_strike","AVA","2018-10-10","02:10:00","COL","BOG","MIA","BOG","","",""
"42","bird_strike","AVA","2018-10-24","06:00:00","COL","BOG","LPB","BOG","","",""
"43","bird_strike","AVA","2018-10-22","21:30:00","COL","BOG","EYP","BOG","","",""
"44","bird_strike","AVA","2018-10-22","20:00:00","COL","BOG","BCN","BOG","","",""
"45","bird_strike","AVA","2018-10-24","10:40:00","COL","BOG","MTR","BOG","","",""
"46","bird_strike","AVA","2018-10-16",NA,"COL","BOG","BOG","MDE","","",""
"47","bird_strike","AVA","2018-10-19","23:41:00","COL","BOG","BOG","CTG","","",""
"48","bird_strike","AVA","2018-10-17","23:45:00","COL","BOG","BOG","CLO","","",""
"49","bird_strike","AVA","2018-10-21","21:00:00","COL","BOG","MDE","BOG","","",""
"50","bird_strike","AVA","2018-10-03",NA,"COL","BOG","MDE","BOG","","",""
"51","bird_strike","AVA","2018-10-13","12:00:00","COL","BOG","BOG","BGA","","",""
"52","bird_strike","AVA","2018-10-11",NA,"COL","BOG","BGA","BOG","","",""
"53","bird_strike","AVA","2018-10-07",NA,"COL","CUC-BOG","CUC","BOG","","",""
"54","bird_strike","AVA","2018-10-04","22:35:00","COL","CTG-BOG","CTG","BOG","","",""
"55","bird_strike","AVA","2018-10-07","20:15:00","COL","BAQ-BOG","BAQ","BOG","","",""
"56","bird_strike","AVA","2018-10-08","21:45:00","COL","BAQ-BOG","BAQ","BOG","","",""
"57","bird_strike","AVA","2018-10-03","19:00:00","COL","BAQ-MDE","BAQ","MDE","","",""
"58","bird_strike","AVA","2018-10-04",NA,"COL","BAQ-MIA","BAQ","MIA","","",""
"59","bird_strike","AVA","2018-10-10","18:20:00","COL","BAQ","BAQ","MDE","","",""
"60","bird_strike","AVA","2018-10-09","03:25:00","COL","ADZ","BOG","ADZ","","",""
"61","bird_strike","AVA","2018-10-11","11:09:00","COL","UIO","UIO","BOG","","",""
"62","bird_strike","AVA","2018-10-13",NA,"COL","BOG-BCN","BOG","BCN","","",""
"63","bird_strike","AVA","2018-10-14","21:00:00","COL","CTG","BOG","CTG","","",""
"64","bird_strike","AVA","2018-10-10",NA,"COL","BOG","BOG","CLO","","",""
"65","bird_strike","AVA","2018-10-10","18:46:00","COL","BAQ","MDE","BAQ","","",""
"66","bird_strike","AVA","2018-10-13","18:50:00","COL","CTG","BOG","CTG","","",""
"67","bird_strike","AVA","2018-10-02","19:02:00","COL","BAQ","BOG","BAQ","","",""
